Protein Group#,Protein Accession #,Protein Description,GN,PSM#,Total Peptide#,Unique Peptide#,% Coverage,Ctrl1,Ctrl2,Ctrl3,Ctrl4,Ctrl5,Ctrl6,Ctrl7,Ctrl8,Ctrl9,Ctrl10,AD1,AD2,AD3,AD4,AD5,AD6,AD7,AD8,AD9,AD10
SJPG0101055.001,sp|Q6NUK1|SCMC1_HUMAN,Calcium-binding mitochondrial carrier protein SCaMC-1 OS=Homo sapiens OX=9606 GN=SLC25A24 PE=1 SV=2,SLC25A24,3,3,0,6.92,90466.27,107210.99,106042.8,113353.22,68840.06,114956.45,79274.5,131408.8,94674.74,87042.38,90643.81,94655.16,113513.69,79787.41,91509.23,75296.85,95473.18,107558.2,92912.38,113151.1
SJPG0110649.001,sp|Q8WXG9|AGRV1_HUMAN,Adhesion G-protein coupled receptor V1 OS=Homo sapiens OX=9606 GN=ADGRV1 PE=1 SV=2,ADGRV1,1,1,1,0.16,55529.29,63833.15,51597.1,55482.6,50609.76,114373.63,209180.55,41661.53,53002.64,46146.31,48648.17,85032.15,43540.89,45880.62,70912.87,50879.3,77171.9,32396.63,73729,50445.12
SJPG0107988.001,sp|Q8IU60|DCP2_HUMAN,m7GpppN-mRNA hydrolase OS=Homo sapiens OX=9606 GN=DCP2 PE=1 SV=3,DCP2,16,7,0,21.43,162837.38,138597.14,162124.69,146014.95,170954.13,152736.91,166530.16,124758.74,168437.85,132087.89,154123.84,169438.19,201887.78,175992.5,157489.62,214020.51,183802.17,142394.38,177911.8,157806.46
SJPG0102584.001,sp|Q9H9A6|LRC40_HUMAN,Leucine-rich repeat-containing protein 40 OS=Homo sapiens OX=9606 GN=LRRC40 PE=1 SV=1,LRRC40,137,37,37,63.62,901004.91,887108.51,730071.89,755658.56,942195.65,799455.92,901680.96,900282.94,711430.42,845038.36,951618.54,839455.16,685786.71,759512.62,862674.62,830869.23,949555.49,840215.65,924914.35,724167.81
SJPG0102809.001,sp|Q15084|PDIA6_HUMAN,Protein disulfide-isomerase A6 OS=Homo sapiens OX=9606 GN=PDIA6 PE=1 SV=1,PDIA6,14,7,0,21.36,239893.51,464497.08,364241.07,647160.68,217011.4,326856.22,246721.2,428745.86,527816.62,562681.65,252847.25,351851.83,376802.09,346090.89,314615.93,247030.36,234411.65,481499.93,292700.03,347727.99
SJPG0142346.001,cu|HRNR_G427D|snp,HRNR|uc001ezt.2|G427D|chr1:152192825-152192825.C_T,NA,2,1,0,31.14,70693.71,71450.93,118422.75,74132.86,92577.11,113975.82,46466.21,71970.57,60271.21,83779.69,68913.71,100896.06,119491.17,85113.42,82375.36,80952.02,114128.18,525027.73,247747.75,203764.97
SJPG0107264.001,sp|Q9NYL2|M3K20_HUMAN,Mitogen-activated protein kinase kinase kinase 20 OS=Homo sapiens OX=9606 GN=MAP3K20 PE=1 SV=3,MAP3K20,8,4,0,5.37,114865.59,103189.7,98110.11,129746.88,107100.96,97137.96,103507.42,88220.48,112391.45,114441.8,139324.66,103116.97,83360.32,87784.59,104376.13,113542.03,98611.12,98366.97,110555.57,112760.26
SJPG0115687.053,tr|A0A5C2GAN5|A0A5C2GAN5_HUMAN,IGH c363_heavy__IGHV1-69_IGHD6-19_IGHJ6 (Fragment) OS=Homo sapiens OX=9606 PE=2 SV=1,NA,4,2,2,12.6,110581.11,77790.41,190174.69,44795.11,64728.2,114047.1,148272.46,70772.49,60001.48,59212.73,40749.79,75307.52,297711.68,271686.86,73694.42,192809.45,123551.43,55667.34,176585.38,56209.78
SJPG0100282.002,sp|P35580-2|MYH10_HUMAN,Isoform 2 of Myosin-10 OS=Homo sapiens OX=9606 GN=MYH10,MYH10,817,142,0,64.06,6702865.88,8035759.26,9179341.62,11262239.92,6271400.5,7066919.04,5964877.48,7226825.83,6812002.58,8864871.74,5945087.76,5593487.35,5973378.1,6724497.12,6366493.25,6929583.95,5667814.7,6467271.47,6013305.03,7572440.17
SJPG0116068.002,tr|A0A1W2PQC0|A0A1W2PQC0_HUMAN,ATP-sensitive inward rectifier potassium channel 10 OS=Homo sapiens OX=9606 GN=KCNJ10 PE=1 SV=1,KCNJ10,2,2,1,15.46,86847.2,85381.79,99795.19,92360.77,102805.81,100990.52,104579.92,87432.93,137531,82312.64,112061.57,145544.16,100634.4,88852.67,97853.41,91594.43,116849.67,115436.71,107312.58,82298.76
SJPG0154834.001,cu|RNPEP_V280F|snp,RNPEP|uc001gxe.3|V280F|chr1:201973565-201973565.G_T,NA,2,2,0,36.06,229411.83,307100.85,261036.52,360483.02,163716.59,295800.59,134312.39,338410.86,589119.53,512467.36,484142.22,232381.73,352486.78,321467.36,250626.37,202325.6,205815.61,455375.38,253540.35,325759.58
SJPG0101900.001,sp|P17661|DESM_HUMAN,Desmin OS=Homo sapiens OX=9606 GN=DES PE=1 SV=3,DES,193,35,30,60.85,37362939.92,40477529.97,48591572.7,94244843.16,40368112.09,41875084.78,35950197.06,49754008.36,24813207.41,34249287.39,37132293.41,35256952.68,31253825.1,31624436.96,37169299.78,34544943.94,27085817.28,59453803.1,49500016.73,40855914.85
SJPG0101582.002,sp|P36542-2|ATPG_HUMAN,"Isoform Heart of ATP synthase subunit gamma, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5F1C",ATP5F1C,191,18,1,51.18,6421486.62,5738911.06,4617183.49,4684984.43,5786478.23,3530815.55,5140320.98,6727722.16,3713556.71,5603021.98,3480965.78,4674354.79,3772577.27,3663870.16,5626620.14,5302539.8,3319409.21,6537961.39,6106465.58,3888006
SJPG0100282.001,sp|P35580|MYH10_HUMAN,Myosin-10 OS=Homo sapiens OX=9606 GN=MYH10 PE=1 SV=3,MYH10,815,142,0,64.42,6702988.68,8037577.07,9185664.06,11275588.97,6264511.49,7072415.52,5961113.87,7226907.71,6814130.77,8866291.61,5945436.44,5587711.93,5975393.97,6718834.75,6365537.6,6934291.61,5664785.05,6462762.57,6014459.34,7576373.79
SJPG0103391.001,sp|A6XGL0|YJEN3_HUMAN,YjeF N-terminal domain-containing protein 3 OS=Homo sapiens OX=9606 GN=YJEFN3 PE=1 SV=1,YJEFN3,26,7,0,20.74,473953.79,374490.58,653971.29,309919.52,549783.81,344332.75,934283.48,279551.21,407637.36,375540.71,265415.01,413451.85,461124.04,663788.12,300978.18,754792.15,473042.85,347508.09,518184.47,233561.28
SJPG0107724.001,sp|P78369|CLD10_HUMAN,Claudin-10 OS=Homo sapiens OX=9606 GN=CLDN10 PE=1 SV=2,CLDN10,1,1,0,3.51,324345.8,208643.8,279672.69,1472254.79,386345.57,194518.67,180865.54,276836.43,257203.17,226083.09,181907.98,209721.06,231051.46,227764.49,178831.37,527409.15,273604.25,236388.5,425940.46,367141.37
SJPG0118754.001,sp|Q9HCR9|PDE11_HUMAN,"Dual 3',5'-cyclic-AMP and -GMP phosphodiesterase 11A OS=Homo sapiens OX=9606 GN=PDE11A PE=1 SV=2",PDE11A,2,2,0,2.14,51889.55,112562.94,51464.34,103629.34,62167.77,57379.04,34377.06,136144.39,126147.16,163299.59,86293.72,72973.76,58636.8,54782.37,93299.95,41185.68,69663.11,117275.54,58860.67,118685.71
SJPG0101436.001,sp|Q8TDC3|BRSK1_HUMAN,Serine/threonine-protein kinase BRSK1 OS=Homo sapiens OX=9606 GN=BRSK1 PE=1 SV=2,BRSK1,211,45,0,56.55,3303659.78,2551911.16,3687581.43,2123540.37,2981564.35,2726998.01,4132444.6,2425696.78,2699146.82,2419241.54,2339395.05,2942655.84,4441361.52,4635010.04,2634016.55,4267966.92,3690040.46,2804090.71,3461828.49,2230902.68
SJPG0102061.002,sp|P49841-2|GSK3B_HUMAN,Isoform 2 of Glycogen synthase kinase-3 beta OS=Homo sapiens OX=9606 GN=GSK3B,GSK3B,88,20,1,58.66,1209573.25,982148.23,1086363.59,882857.84,1257893.69,790730.36,1268939.97,1081871.37,1000739.34,1313437.77,1099403.83,1026394.01,947703.42,1034874.59,1098659.24,1345561.92,1276935.18,1178807.97,1103071.83,934770.92
SJPG0104910.001,sp|Q15291|RBBP5_HUMAN,Retinoblastoma-binding protein 5 OS=Homo sapiens OX=9606 GN=RBBP5 PE=1 SV=2,RBBP5,6,4,0,6.69,105035.52,103404.36,77064.13,92466.31,90426.46,92386.14,84227.48,100337.11,89884.84,90218.54,129734.33,96393.21,63814.39,74881.02,99386.75,117376.71,81958.24,87659.66,105160.38,99958.79
SJPG0108816.001,sp|P78316|NOP14_HUMAN,Nucleolar protein 14 OS=Homo sapiens OX=9606 GN=NOP14 PE=1 SV=3,NOP14,1,1,0,0.82,372109.01,446160.4,443781.11,419984.71,309915.11,438171.34,475542.91,424754.58,346031.2,311131.54,296135.6,606237.58,799078.9,840167.07,456378.1,495159.43,702462.86,530608.27,481795.04,936817.28
SJPG0148819.003,cu|NBPF3_Y114C|snp,NBPF3|uc009vqb.4|Y114C|chr1:21795388-21795388.A_G,NA,1,1,1,14.75,50401.43,122229.03,73760.2,123154.78,53536.95,70947.28,45746.55,118315.84,174394.27,167604.46,103712.64,108489.73,86756.05,105631.05,109454.68,82717.86,98709.25,139863.86,92249.17,144636.79
SJPG0102611.001,sp|Q13616|CUL1_HUMAN,Cullin-1 OS=Homo sapiens OX=9606 GN=CUL1 PE=1 SV=2,CUL1,66,31,0,38.92,730368.68,761431.91,630511.22,780358.55,655657.5,728393.91,578829.98,898043.53,637967.71,802985.04,826186.33,701695.28,620413.26,584677.34,768263.59,629067.84,564059.86,839424.44,632394.21,720954.09
SJPG0123314.001,tr|D3DQS6|D3DQS6_HUMAN,"HCG2039930, isoform CRA_a OS=Homo sapiens OX=9606 GN=hCG_2039930 PE=4 SV=1",hCG_2039930,37,10,0,19.24,1385518.17,1079990.49,1480627,843720.9,1406356.63,871649.88,1836769.43,898731.71,1324847.59,1195543.93,1141524.47,1483600.52,2443514.41,1997404.2,1439426.08,2608030.42,1514424.96,1152839.69,2047840.07,1319410.89
SJPG0104131.001,sp|Q9Y6K9|NEMO_HUMAN,NF-kappa-B essential modulator OS=Homo sapiens OX=9606 GN=IKBKG PE=1 SV=2,IKBKG,23,12,0,37.71,334703.25,349468.38,343856.63,362993.46,321496.02,320072.43,393654.55,301412.54,378543.86,334062.3,336595.42,339880.19,420975.66,398513.56,349988.92,433230.86,350111.06,293589.58,386608.38,324996.81
SJPG0118080.001,sp|O95157|NXPH3_HUMAN,Neurexophilin-3 OS=Homo sapiens OX=9606 GN=NXPH3 PE=1 SV=3,NXPH3,2,2,0,8.33,191753.88,191180.93,238943.96,201164.91,181054.84,144114.14,152583.54,133747.01,173656.75,126475.23,203223.68,283229.36,274605.06,174498.29,219890.39,308828.38,374650.81,233480.27,228044.28,373335.86
SJPG0117754.001,sp|P54802|ANAG_HUMAN,Alpha-N-acetylglucosaminidase OS=Homo sapiens OX=9606 GN=NAGLU PE=1 SV=2,NAGLU,1,1,0,0.94,78369.92,59803.21,67131.51,67086.06,69283.15,59442.06,67602.7,58367.18,81054.83,69057.31,74553.98,68011.09,80659.09,59122.37,79412.1,80452.72,65544,71669.44,68466.85,103724.79
SJPG0101692.001,sp|Q9P2W3|GBG13_HUMAN,Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-13 OS=Homo sapiens OX=9606 GN=GNG13 PE=1 SV=1,GNG13,13,5,5,47.75,135147.54,252175.77,234321.86,116801.91,94887.47,190585.3,140434.48,192258.5,134888.87,139449.2,70244.62,215076.29,292096.98,258858.3,178887.02,172584.91,139551.49,138232.6,173906.76,195993.48
SJPG0105000.001,sp|Q96EL2|RT24_HUMAN,"28S ribosomal protein S24, mitochondrial OS=Homo sapiens OX=9606 GN=MRPS24 PE=1 SV=1",MRPS24,12,5,1,29.34,270537.05,339560.66,383306.49,380501.39,248540.96,312369.46,277266.13,307121.37,332767.12,256052.9,256805.39,311614.53,348722.38,289805.55,302703.61,271352.61,334102.16,389564.3,278680.48,434579.76
SJPG0109056.001,sp|Q8IZE3|PACE1_HUMAN,Protein-associating with the carboxyl-terminal domain of ezrin OS=Homo sapiens OX=9606 GN=SCYL3 PE=1 SV=3,SCYL3,4,4,0,6.74,71004.56,62780.04,69140.33,53752.38,76948.23,78122.22,68872.89,61779.91,55768.58,61591.96,57877.7,70759.39,93287.61,77741.39,63768.46,93227.28,65221.71,63477.78,68383.82,59946.31
SJPG0103577.001,sp|Q96C01|F136A_HUMAN,Protein FAM136A OS=Homo sapiens OX=9606 GN=FAM136A PE=1 SV=1,FAM136A,1,1,0,5.8,61147.14,86714.35,77824.49,132024.58,59432.62,64630.9,67713.71,86142.02,85034.2,98180.25,55159.46,100430.59,63121.09,79091.21,77012.42,65281.24,64186.22,100176.19,64137.66,85116.83
SJPG0105294.001,sp|Q13972|RGRF1_HUMAN,Ras-specific guanine nucleotide-releasing factor 1 OS=Homo sapiens OX=9606 GN=RASGRF1 PE=1 SV=2,RASGRF1,112,37,0,32.68,1668646.14,1370498.69,1670178.82,972378.68,1670412.17,1344283.43,2031723.91,1169879.71,1248346.92,1236943.5,1335491.34,1623069.09,2327950.5,2056185.01,1338332.05,2494923.85,1892906.74,1450178.62,1610776.01,1198497.33
SJPG0104179.001,sp|Q6ZV89|SH2D5_HUMAN,SH2 domain-containing protein 5 OS=Homo sapiens OX=9606 GN=SH2D5 PE=1 SV=2,SH2D5,50,15,2,46.33,619096.18,533915.95,721367.3,489194.33,656949.87,475624.54,826723.76,376196.67,606804.72,563908.68,451707.87,556660.44,734153.27,770289.93,474039.04,875614.97,717204.63,503994.97,690141.19,471973.88
SJPG0103629.004,sp|P0DOX6|IGM_HUMAN,Immunoglobulin mu heavy chain OS=Homo sapiens OX=9606 PE=1 SV=2,NA,85,17,1,30.21,591117.58,454138.11,1384794.38,1877773.76,341673.11,763264.29,399809.6,1405189.86,889117.57,424255.76,353379.26,567395.83,420443.79,545952.1,522887.43,926786.6,647394.2,565494.73,878594.69,733392.39
SJPG0112078.001,sp|Q8N4C0|CI062_HUMAN,Putative uncharacterized protein C9orf62 OS=Homo sapiens OX=9606 GN=C9orf62 PE=2 SV=1,C9orf62,1,1,1,4.6,104658.07,86546.69,74383.6,98720.76,78851.94,119279.58,77203.23,145737.74,118058.98,175704.22,171786.85,111751.63,74963.27,72220.2,149558.42,70155.54,78384.12,131798.99,92113.16,131418.73
SJPG0103629.001,sp|P01871|IGHM_HUMAN,Immunoglobulin heavy constant mu OS=Homo sapiens OX=9606 GN=IGHM PE=1 SV=4,IGHM,91,19,0,43.27,610018.92,466871.36,1420467.36,1921689.98,351132.33,778839.02,412300.58,1423776.52,920206.51,441305.1,366701.33,570688.93,429090.76,561234.34,530212.37,941666.35,672338.54,582313.81,894793.51,763555.36
SJPG0106273.001,sp|Q00403|TF2B_HUMAN,Transcription initiation factor IIB OS=Homo sapiens OX=9606 GN=GTF2B PE=1 SV=1,GTF2B,2,2,2,8.23,44779.74,55741.36,62026.54,61920.3,48163.17,56263.55,48050.74,60701.09,60198.08,60802.44,76959.78,71695.47,49753.88,48810.54,64781.13,57714.45,67760.64,61120.11,61310.13,60958.92
SJPG0104031.001,sp|Q5PRF9|SMAG2_HUMAN,Protein Smaug homolog 2 OS=Homo sapiens OX=9606 GN=SAMD4B PE=1 SV=1,SAMD4B,28,9,9,17.58,289328.41,235558.09,275800.89,231616.41,263188.52,272752.54,304299.05,258535.45,230471.9,234897.13,275926.32,219842.78,247703.65,260835.5,235412.1,253488.18,249249.91,208374.2,244833.92,205150.34
SJPG0109620.001,sp|Q9Y6B7|AP4B1_HUMAN,AP-4 complex subunit beta-1 OS=Homo sapiens OX=9606 GN=AP4B1 PE=1 SV=2,AP4B1,6,6,3,7.17,87310.2,76354.78,93096.48,86019.26,92006.19,92351.62,86653.79,72169,86763.22,77311.63,85723.08,78427.06,78573.43,83368.08,82173.06,94515.96,88178.5,82453.26,85761.61,95823.41
SJPG0102695.011,tr|B4E100|B4E100_HUMAN,"cDNA FLJ61520, highly similar to Amyloid beta A4 protein-bindingfamily B member 1- interacting protein OS=Homo sapiens OX=9606 PE=2 SV=1",NA,10,5,0,9.76,194914.39,224175.25,210855.06,214959.6,304899.83,178379.65,247597.54,236760.83,364566.95,226328.54,193097.07,226003.4,184739.84,279489.11,190528.58,211388.79,198482.42,176857.63,200978.09,210869.81
SJPG0105820.001,sp|Q8N5M1|ATPF2_HUMAN,ATP synthase mitochondrial F1 complex assembly factor 2 OS=Homo sapiens OX=9606 GN=ATPAF2 PE=1 SV=1,ATPAF2,19,8,6,38.75,257548.59,193823.34,247438.03,236022.22,212622.49,208464.87,240309.45,219571.08,238274.2,210622.34,205994.28,209378.4,206169.06,191334.45,222344.77,192716.77,231178.57,284108.68,232878.3,220598.69
SJPG0105181.001,sp|Q9H792|PEAK1_HUMAN,Inactive tyrosine-protein kinase PEAK1 OS=Homo sapiens OX=9606 GN=PEAK1 PE=1 SV=4,PEAK1,57,31,29,21.82,614151.66,597337.51,789736.91,562654.96,659403.13,672944.2,742264.46,503012.42,883835.13,560186.49,512903.13,728286.13,1363065.16,1115784.3,602109.23,929718.4,734751.24,560637.7,1000473.93,637288.79
SJPG0122159.001,sp|O43379|WDR62_HUMAN,WD repeat-containing protein 62 OS=Homo sapiens OX=9606 GN=WDR62 PE=1 SV=4,WDR62,1,1,0,0.53,145893.14,169166.03,354136.07,157030.81,196974.12,182018.97,209069.05,376066.15,153057.73,116630.5,190964.71,119325.18,119085.85,159228.4,215965.36,163621.61,88525.69,166791.64,114572.66,168873.46
SJPG0102812.001,sp|Q9C0H5|RHG39_HUMAN,Rho GTPase-activating protein 39 OS=Homo sapiens OX=9606 GN=ARHGAP39 PE=1 SV=2,ARHGAP39,212,50,1,60.57,1935894.06,1584928.18,2270234.92,1358811.96,1670492.43,1604333.58,2216240.67,1341387.23,2050749.55,1376384.16,1544427.93,2064918.18,3862500.18,3020401.76,1802709.97,3202702.52,2521215.05,1682531.32,2472131.89,1756473.74
SJPG0105274.001,sp|Q9NTI2|AT8A2_HUMAN,Phospholipid-transporting ATPase IB OS=Homo sapiens OX=9606 GN=ATP8A2 PE=1 SV=3,ATP8A2,14,5,1,4.8,542110.97,874896.44,642686.88,1123059.79,597314.11,370897.41,446086.07,1173241.9,1290592.39,1162416.73,764854,681458.31,751166.28,791470.53,749742.37,580664.59,594472.21,947692.36,655896.18,894147.82
SJPG0109154.001,sp|Q16478|GRIK5_HUMAN,"Glutamate receptor ionotropic, kainate 5 OS=Homo sapiens OX=9606 GN=GRIK5 PE=2 SV=2",GRIK5,4,3,0,3.27,65685.97,59456.76,74660.78,64868.72,70808.83,55272.72,66131.75,46051.5,86088.25,57552.58,65242.23,88014.01,102298.71,96275.55,69632.04,98007.66,92547.74,62733.41,100163.28,83348.33
SJPG0121638.001,sp|Q9NQA5|TRPV5_HUMAN,Transient receptor potential cation channel subfamily V member 5 OS=Homo sapiens OX=9606 GN=TRPV5 PE=1 SV=2,TRPV5,1,1,0,1.37,69699.05,99856.46,38794.34,58144,82779.73,36715.92,56587.34,111086.41,71260,120862.96,84432.79,113888.78,36944.71,58179.09,67476.07,41982.47,67323.86,90529.61,96714.52,56781.11
SJPG0102150.001,sp|Q9BXP5|SRRT_HUMAN,Serrate RNA effector molecule homolog OS=Homo sapiens OX=9606 GN=SRRT PE=1 SV=1,SRRT,101,37,0,40.98,904955.41,1132144.79,584600.84,949101.42,1012476.83,720215.08,584564.24,1030511.84,1348259.03,1180024.58,1936870.07,1894127.95,668128.4,700358.17,1697025.05,830445.1,1703866.94,1338396.34,1474931.83,1544334.53
SJPG0104697.001,sp|Q96CW5|GCP3_HUMAN,Gamma-tubulin complex component 3 OS=Homo sapiens OX=9606 GN=TUBGCP3 PE=1 SV=2,TUBGCP3,45,24,2,37.93,339089.88,309414.07,324980.4,292578.83,345270.04,281173.22,376656.11,294880.66,235601.65,268059.25,310141.57,294078.33,353664.39,344869.66,312493.72,434022.57,353787.18,291667.06,353461.34,286881.86
SJPG0101341.002,tr|Q8N353|Q8N353_HUMAN,TMEM106B protein (Fragment) OS=Homo sapiens OX=9606 GN=TMEM106B PE=2 SV=1,TMEM106B,52,7,4,10.83,1646296.04,2395916.51,1745848.11,4217674.28,639194.72,2179335.34,2201843.67,1884183.92,1105243.5,1237246.18,755200.82,2477283.94,5183254.31,4657868.73,2672344.21,1646018.89,1042172.67,4359355.06,1335128.83,1626225
SJPG0107294.001,sp|O15117|FYB1_HUMAN,FYN-binding protein 1 OS=Homo sapiens OX=9606 GN=FYB1 PE=1 SV=2,FYB1,3,2,0,2.55,55901.8,88790.77,60077.23,72026.42,48001.87,56212.66,62798.49,68536.38,108550.66,79447.75,84202.58,62766.53,72462.63,50786.78,95347.49,46955.07,50492.43,76612.46,59011.89,88241.74
SJPG0105991.001,sp|Q9HBG6|IF122_HUMAN,Intraflagellar transport protein 122 homolog OS=Homo sapiens OX=9606 GN=IFT122 PE=1 SV=2,IFT122,30,20,0,18.21,237743.16,183057.13,229547.52,170668.7,215252.79,181067.45,254287.54,172138.05,191330.93,149109.79,203827.82,190529.62,269532.23,247828.82,217394.72,327075.47,222995.17,179948.22,257617.82,204411.57
SJPG0106408.001,sp|P54756|EPHA5_HUMAN,Ephrin type-A receptor 5 OS=Homo sapiens OX=9606 GN=EPHA5 PE=1 SV=3,EPHA5,28,16,0,17.74,611278.44,791041.84,731943.38,660091.35,784989.63,576050.43,708843.39,625233.18,860746.43,692729.05,549171.44,714297.91,765512.76,857838.02,671749.34,801537.58,713689.53,684855.65,781487.21,780390.41
SJPG0103554.001,sp|O75167|PHAR2_HUMAN,Phosphatase and actin regulator 2 OS=Homo sapiens OX=9606 GN=PHACTR2 PE=1 SV=2,PHACTR2,2,2,0,4.57,58925.5,61982.61,63109.96,68040.58,50918.47,45099.29,51657.61,65360.99,91618.87,75238.14,66521.89,52997.59,48482.29,54369.58,55938.27,37910.8,50189.29,64694.84,57514.63,69931.61
SJPG0112872.001,sp|Q9NS37|ZHANG_HUMAN,CREB/ATF bZIP transcription factor OS=Homo sapiens OX=9606 GN=CREBZF PE=1 SV=2,CREBZF,4,1,0,1.98,5449070.96,6756745.58,6365531.31,8593942.87,4993901.53,7284131.84,5361216.35,6365588.42,6468923.56,6081512.98,6281731.45,4194714.46,6225708.95,6541072.57,5532386.43,7656867.28,5631107.4,3533239.88,4323818.55,6972724.01
SJPG0102900.001,sp|Q6VEQ5|WASH2_HUMAN,WAS protein family homolog 2 OS=Homo sapiens OX=9606 GN=WASH2P PE=2 SV=2,WASH2P,25,10,0,20,650740.58,676179.61,579562.36,608835.5,606847.36,752821.46,541637.98,728726.08,572601.47,649973.71,877701,705502.96,544848.07,537608.77,759333.7,535769.28,634909.18,665269.79,595834.21,653288.63
SJPG0118920.010,tr|B3KU52|B3KU52_HUMAN,"cDNA FLJ39202 fis, clone OCBBF2005373, highly similar to 85 kDa calcium-independent phospholipase A2 OS=Homo sapiens OX=9606 PE=2 SV=1",NA,94,24,0,38.83,1023759.3,832820.69,1195482.18,762716.27,888692.94,992571.59,1111388.87,783879.05,866885.68,778357.19,894969.81,976364.5,1422013.57,1280147.36,949666.06,1401530.83,1098977.25,885539.13,1091875.91,935217.54
SJPG0104517.001,sp|Q9UHR5|S30BP_HUMAN,SAP30-binding protein OS=Homo sapiens OX=9606 GN=SAP30BP PE=1 SV=1,SAP30BP,10,5,0,16.88,113343.97,115867.51,112198.12,116453.44,105828.96,114328.2,107732.67,120667.68,126508.29,108815.25,159897.78,128253.07,109549.25,116140.8,130291.94,117148.72,142458.39,125554.33,129677.88,158553.9
SJPG0134003.002,cu|CAND2_V897L|snp,CAND2|uc003bxj.2|V897L|chr3:12861608-12861608.G_C,NA,10,3,0,57.37,531745.65,486027.38,601250.23,359440.32,562592.66,488273.75,663544.97,489187.19,402035.63,433600.5,383216.46,511145.24,752217.52,563810.5,356758.92,750734.62,567837.03,390813.56,609634.49,318451.91
SJPG0106725.001,sp|Q92793|CBP_HUMAN,CREB-binding protein OS=Homo sapiens OX=9606 GN=CREBBP PE=1 SV=3,CREBBP,4,3,0,1.27,108264.41,108737.3,95582.12,110396.01,99100.84,117090.29,77070.06,78651.59,118624.58,114942.47,130061.84,101328.97,69043.65,84455.74,112155.43,114075.91,81240.71,107973.05,107474.9,123202.17
SJPG0106903.001,sp|O43824|GTPB6_HUMAN,Putative GTP-binding protein 6 OS=Homo sapiens OX=9606 GN=GTPBP6 PE=2 SV=4,GTPBP6,18,10,8,26.94,160005.63,152668.28,165834.25,167747.75,190835.61,151986.17,266049.03,151087.38,139350.54,154321.53,186481.41,186179.16,171568.05,167677.82,193651.8,176300,179204.79,184110.19,188345.82,202357.7
SJPG0104916.002,sp|Q96SB4-3|SRPK1_HUMAN,Isoform 1 of SRSF protein kinase 1 OS=Homo sapiens OX=9606 GN=SRPK1,SRPK1,9,6,1,8.35,193214.82,195779.19,184825.36,250010.72,177756.44,214741.51,161983.76,144654.36,189778.53,231181.84,210449.2,169908.61,175732.33,149747.37,178128.16,176265.73,214456.72,215687.39,208839.65,186505.22
SJPG0103058.001,sp|Q9Y2H9|MAST1_HUMAN,Microtubule-associated serine/threonine-protein kinase 1 OS=Homo sapiens OX=9606 GN=MAST1 PE=1 SV=2,MAST1,184,55,43,44.52,1474766.55,1216273.68,1884670.41,1002130.81,1288335.89,1364322.64,1783387.25,954664.77,1478925.49,1117097.47,1035764.88,1495955.99,2787875.06,2681298.49,1299934.24,2246589.16,1833142.02,1276388.4,2061315.82,1216728.66
SJPG0163079.001,co|CON_REFSEQ:XP_986630|Con,"Tax_Id=10090 GN=Krt33b keratin complex 1, acidic, gene 3",Krt33b,31,12,12,32,85487.42,101362.63,123273.67,129886.85,68002.51,128012.82,85436.86,91103.83,116531.04,97627.57,152164.49,101415.86,109812.87,107243.49,104663.35,215003.96,122186.67,656105.59,93452.51,129549.08
SJPG0115554.001,tr|S4R3N1|S4R3N1_HUMAN,"10 kDa heat shock protein, mitochondrial OS=Homo sapiens OX=9606 GN=HSPE1-MOB4 PE=1 SV=1",HSPE1-MOB4,45,13,0,52.11,1547993.02,2031644.64,1787726.13,1698775.2,1367351.5,1448704.72,1576638.06,1514963.04,1946899.17,1580511.07,994028.66,1949052.48,1815525.93,1789363.81,1603520.47,1532841.91,1509196.22,1622975.59,1765309.65,1802958.95
SJPG0110688.001,sp|Q86WI3|NLRC5_HUMAN,Protein NLRC5 OS=Homo sapiens OX=9606 GN=NLRC5 PE=1 SV=3,NLRC5,1,1,0,0.59,31809.39,40127.79,32049.68,27224.11,25235.27,33334.74,36202.26,25589.63,21263.47,27570.09,22729.39,27147.47,24288.12,34231.34,33647.05,55287.06,27073.7,27472.74,32623.78,18431.43
SJPG0106532.001,sp|Q96T60|PNKP_HUMAN,Bifunctional polynucleotide phosphatase/kinase OS=Homo sapiens OX=9606 GN=PNKP PE=1 SV=1,PNKP,26,17,0,37.81,205046.9,167309.5,227324.84,151823.55,224312.07,183670.13,268609.93,174497.85,154935.29,156252.45,254663.68,224731.82,227204.72,271922.19,246430.88,307212.47,262815.73,205284.16,267507.23,193389.7
